"Data Source","World Development Indicators",

"Last Updated Date","2023-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Somalia","SOM","Cereal production (metric tons)","AG.PRD.CREL.MT","","255000","250000","243000","237000","235000","235000","250000","243000","247000","235800","222000","319100","185300","185100","241800","251100","264400","260200","260600","266100","383700","404000","359600","495500","513500","586100","543170","601370","653760","580925","255660","208862.89","164925","405209.38","284919.89","282030.41","305334.29","201114","298553.29","392408","429062","441850.38","402824.49","366470","355708.72","260298.84","196970","230588.6","229641","355814.89","118872.5","385345","383243","256619.98","265481.36","142413.68","174518.17","234812.82","184581.68","177639.78","177683.17","",
"Serbia","SRB","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8416678","6261226.33","8853132.9","9004416.94","9295194.02","9082265.94","6379255.23","9123502.57","10876563.72","8458144.98","10893437.65","6817938.55","10553430.79","10460839","11472165.04","10261238.72","",
"Sub-Saharan Africa (excluding high income)","SSA","Cereal production (metric tons)","AG.PRD.CREL.MT","","38144717","39817564","40609284","39114252","39306387","38214092","48604824","41096908","45967373","45887847","50112848","48223896","43575262","56126627","52816993","53015980","54096208","53825440","50906430","56152592","63869000","55329286","50814474","51002427","64165472","68517537","65804093","76367625","77882383","70572151","75673933.02","66378709.72","79083232.01","83188102.06","77385155.7","89754988.33","85103632.46","85817325.01","86389166.76","86751192.85","88972278.33","91003387.24","97226650.91","97723100.09","109194483.18","112029216.42","110655056.97","123699546.53","119067665.31","135388507.62","127294347.88","136692095.56","138058093.18","154740696.3","146254254.19","156094006.47","168671782.94","173605673.09","166827295.42","178588386.09","178594953.74","",
"South Sudan","SSD","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","842000","898000","1270551","921002","825807","764107","745005","818487","874410","840333","",
"Sub-Saharan Africa","SSF","Cereal production (metric tons)","AG.PRD.CREL.MT","","38144717","39817564","40609284","39114252","39306387","38214092","48604824","41096908","45967373","45887847","50112848","48223896","43575262","56126627","52816993","53015980","54096208","53825440","50906430","56152592","63869000","55329286","50814474","51002427","64165472","68517537","65804093","76367625","77882383","70572151","75673933.02","66378709.72","79083232.01","83188102.06","77385155.7","89754988.33","85103632.46","85817325.01","86389166.76","86751192.85","88972278.33","91003387.24","97226650.91","97723100.09","109194483.18","112029216.42","110655056.97","123699546.53","119067665.31","135388507.62","127294347.88","136692095.56","138058093.18","154740696.3","146254254.19","156094006.47","168671782.94","173605673.09","166827295.42","178588386.09","178594953.74","",
"Small states","SST","Cereal production (metric tons)","AG.PRD.CREL.MT","","1154036","1197986","1114783","1204778","1280304","1226909","1321156","1171504","1251614","1182055","1388548","1207049","1094380","1625233","1405459","1330336","1579301","1590856","1427413","1591163","1635400","1599271","1427493","1721389","1761623","1659635","1624676","1821064","1713646","1636635","1567089.15","2247481.74","2661380.65","2492659.52","2533059.51","2888381.96","2753236.84","2443277.35","2418124.56","2540727.5","2630692.2","2296689.82","2500999.85","2564720.28","2719082.49","2742281.32","2679285.62","2830031.89","3186336.68","3208742.67","3029422.99","3389522.14","3551615.98","3474153.42","3934826.49","2912812.49","3672744.23","3159678.9","3671669.82","3942040.35","3544968.41","",
"Sao Tome and Principe","STP","Cereal production (metric tons)","AG.PRD.CREL.MT","","400","400","400","400","400","420","430","440","460","470","480","500","520","530","550","500","500","500","450","450","500","500","600","700","728","900","1200","1500","2000","2700","3600","4000","4000","4300","4000","4500","4000","1352","1487","2230","2500","2550","2600","2650","2757.64","2700","3000","2800","2000","1561.17","1084.5","917.4","776.1","829.6","823.25","768","576","941","966.24","668","598.43","",
"Suriname","SUR","Cereal production (metric tons)","AG.PRD.CREL.MT","","72787","80334","75608","89345","101325","98674","120005","116251","113733","145591","136609","123318","164314","162610","175115","172632","203096","224219","236036","257919","281137","301340","268123","302346","299434","300158","271825","265486","261081","196284","229445","261239","217239","218321","216323","228817","213192","188520","180328","163695","191385","157166","193750","174563","163990","182705","179061","182904","229394","226721","235330","224156","262076","275938","268529.07","278166","289517","274001","274408","249874","263776","",
"Slovak Republic","SVK","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3150687","3701137.36","3490484.67","3322454.73","3741302","3485707.64","2829922","2202543","3212188","3197881","2490571","3797352","3585251","2928803","2793485","4137019","3332824","2554376","3714041","3035809.8","3411961","4707654.8","3805712","4847544","3484061","4020160","4104050","4580900","4289470","",
"Slovenia","SVN","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","368753","421684","528787","510936.97","489041.76","545220","558625","479997","496964","499565","614326","402239.86","586833.17","579486.28","496874.72","535319.15","583180.59","536505.02","572622.46","611689.89","580413.33","461461.76","653111.28","628407.59","642479.23","551216.16","597050","642250","749700","700550","",
"Sweden","SWE","Cereal production (metric tons)","AG.PRD.CREL.MT","","3891020","3633020","3514080","4464870","4396560","3505090","4546460","4907600","3982330","4988300","5397150","5135790","4719450","6490010","5167950","5433500","5395310","5741150","5212450","5312200","5695490","5924400","5407140","6897160","5629000","5810730","5170430","4743200","5492500","6379500","5160200","3759700","5241500","4471600","4791000","5954200","5986000","5618400","4931300","5604200","5382000","5398400","5290000","5507800","5050600","4128400","5057600","5195000","5241900","4279500","4656800","5055900","4985200","5775400","6162400","5447300","5949600","3260100","6147700","5954500","4980300","",
"Eswatini","SWZ","Cereal production (metric tons)","AG.PRD.CREL.MT","","50164","50627","45460","39795","40324","44125","70768","59334","68499","72771","116330","129898","96285","124372","101091","105946","75660","103167","73240","104617","99138","55901","33220","154327","178426","108162","104200","140385","99607","109975","63079","95608.09","85555.45","85873.37","152068","120593","139182.11","119176","125057","113870.43","83693.52","68829.59","70528.89","69385.08","75861.15","68496.25","27540.66","61408.33","76480.67","86407.84","77388.12","84187.4","121413.61","121572.06","84589.38","35578.35","86633.02","115724.76","97699.14","89704.47","102709.46","",
"Sint Maarten (Dutch part)","SXM","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Cereal production (metric tons)","AG.PRD.CREL.MT","","1142799","2238756","2033301","1791141","1788800","788948","1691715","1167475","1664463","884104","1138861","2563189","725842","2323962","2196641","2919131","1639217","2456051","1763198","3884236","3559272","2283042","2695630","1444371","2542958","3166999","2300477","5001600","1404498","3100767","3288640","4360612","5387053","5393352.46","6095329","5991428","4322580","5271967","3301339","3512791","5161232","5932429","6227315","5281248","5631256","6302288","5010856","2684688","4738674","3900866","4826260","4597674","4205161","2694207.88","4383804","2661613","2934757.33","1733917.83","6356135.92","5322400.4","2514776.43","",
"Turks and Caicos Islands","TCA","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Cereal production (metric tons)","AG.PRD.CREL.MT","","755600","695100","950000","770100","664000","703855","725205","721400","715350","676354","663885","485010","468000","593830","590950","590000","619500","640700","549700","572800","401400","392900","449729","354966","704919","634644","548556","808086","616841","601390","812000","976310","617078","1174869","907316","877738","985833","1291715","1249798","930038","1321294","1212390","1618139","1212903","1824463","1998148","1972035","1927679","1581067","3247583","1657180","3172411","2622545","2748668","2452528","2873660","2716901","3021972.6","2925292","2882262.08","2620314.17","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Cereal production (metric tons)","AG.PRD.CREL.MT","","157934152","173166747","189611204","207306068","215089712","232593695","234696540","236921076","238995438","268898915","280438014","268733050","293573312","305363189","318288001","325807492","317049284","355207445","375558730","373333558","386002632","416061639","452880080","478008443","456062806","469363259","471284085","474626846","495980335","531275742","526084680.79","539535601.04","543281441.32","537492893.14","567091209.5","607540386.23","598937091.48","612026928.26","620960836.34","579572971.39","573570416.79","576691756.94","562106149.78","605213267.06","629436445.65","656799093.98","670070709.68","704660377.9","712216687.25","731961293.86","757169735.45","782596734.16","795250163.74","796980682.3","855002411.45","850092379.79","860046104.14","863117698.51","844111186.2","854124818.78","870743148.61","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Cereal production (metric tons)","AG.PRD.CREL.MT","","44162267","43230233","47902086","45236386","49162960","53462221","53758405","52468024","55191847","50210410","62939700","64773083","59332794","60848975","65407470","74463449","70823095","72637672","70931949","70649623","70973363","78616214","73254799","81039900","76115234","83657136","80532961","83499001","79396170","84411378","87677269.61","257719152.39","259153083.34","220342125.62","204282130.42","194139066.98","241076548.25","182375408.76","190145108.84","189982607.09","243290131.08","245029518.33","203966389.08","254751922.98","245423232.37","241093130.56","229940025.05","295898337.9","287436630.23","232417233.06","303973286.31","245954498.25","308129579.11","323274293.92","315716078.48","343548661.06","354166241.08","341666619.53","357594036.36","357663680.21","368841299.9","",
"Togo","TGO","Cereal production (metric tons)","AG.PRD.CREL.MT","","173900","185530","219642","227500","237487","302968","247238","245000","234000","322580","347790","283040","279204","245207","265210","233970","258250","270183","315228","295620","290838","308260","291452","439756","370644","366002","368225","503770","565807","483958","464877","494785","633126","572507","591264","686596","748221","624267","759376","740520","814714","801479","807299","799023","833289","885517","877647","935210","1061456","1045866","1057893","1268350","1306625","1310851","1249728","1263762","1301069","1339107","1372361","1354443.19","1387323.46","",
"Thailand","THA","Cereal production (metric tons)","AG.PRD.CREL.MT","","10768676","11935829","13049143","12555500","12258668","14757800","12465400","13804400","15193700","15857700","16191500","13832200","17381000","16140400","18398868","17897789","15733592","20485617","18828814","20612202","21509964","20132738","23439992","24517269","25614834","23401196","21413971","26168704","25241350","21169497","24462238","23864309.8","22017633.8","25347074","26413003.88","27143793.4","27617108.68","27814014.05","28660816.74","30529251","33822931.02","32806558.46","34289394.42","33405924.16","34964181.01","34133744.02","36686811.91","36598693.66","37363714.6","40933902.61","43447714.68","43438509","42040227","37855165.68","32890604.99","36677356.95","38169115.77","37866984.01","33614125.66","35528126.97","39382967.52","",
"Tajikistan","TJK","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","271733","266735","215435","242350","387377","559463","490619","474338","544994","477651","687559","866197","860340","902912","892884","906552","909500","1399868","1382559","1034798.1","1175450.4","1328800","1257988.9","1324044.4","1367078.2","1365514.8","1218840","1336387.1","1280921.27","1358497.93","",
"Turkmenistan","TKM","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","731705","1008800","1120000","1102050","544800","759300","1278400","1566800","1751000","1832000","2461000","2667000","2785000","3035000","3489000","1121770","1032020","1447360","1535230","1203130","1394234.77","1584000","1410000","1617000","1800000","1198420.32","1187033.52","1767976.7","1599474.13","1477619.32","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Cereal production (metric tons)","AG.PRD.CREL.MT","","47046989","47934609","52759730","59507028","57464389","59183445","64009803","62046356","64354319","70893048","72007043","67538895","74457375","77897015","80002438","86205495","85985270","85276117","83473907","87860369","102946743","104630751","98961351","105660894","109369625","104790609","111165629","107401047","105121929","97538498","103050249.45","117514558.77","115375881.07","118137058.78","125292185.73","118990021.79","133170611.93","132535383.71","130153403.37","136878765.52","150624756.11","140767732.48","159671726.13","160012719.46","156746169.5","154445702.67","177500047.78","194867260.58","163393103.23","186569075.86","193781276.56","209213263.07","224475684.47","226946227.58","236737015.66","223256481.69","270449855.74","248456521.4","280306001.65","289277359.63","277596814.13","",
"Timor-Leste","TLS","Cereal production (metric tons)","AG.PRD.CREL.MT","","34257","35300","32372","28058","24833","27404","31619","34722","28474","29494","21953","24875","30849","38000","45000","49000","58000","66000","73000","80000","77000","81000","84000","92000","93000","94213","99054","97022","99344","132765","157966","134932","156289","158200","149735","159223","136968","95779","104035","139449","122845","147370","135608","117203","151106","174394","131946","180430","255490","261816.18","148080","182005","188121","191297","213902","156565.16","137114.64","142176.16","123512","127589","101513","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Cereal production (metric tons)","AG.PRD.CREL.MT","","16687031","23456648","22676291","21495445","23552448","20786181","23555663","28631568","25502066","24978323","25117010","30800751","24177705","27739267","29440413","33015527","24787483","29411721","27889603","31871630","29621108","32076295","29406332","28168845","35891292","38183115","35166826","40246266","36253535","44065206","50216853.6","47721721.94","47770339.12","52331482.65","47641867.67","60527859.18","47463099.07","57219295.46","47220764.08","42508910.03","50247257.19","58935115.54","66782106.45","67117409.33","64664462.03","71237433.53","64003754.23","50086307.05","67440845.44","61911034.02","62726586.92","63151604.46","68805908.22","64602073.07","67003451.42","61712140.93","63407672.83","59336884.65","71525084.27","62445044.62","60690812.53","",
"Tonga","TON","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Cereal production (metric tons)","AG.PRD.CREL.MT","","116542307","115643722","121364901","125333492","111443820","109623410","128794966","139109563","145038515","151750391","147983606","144381020","159868749","146310232","169945443","163603649","182498369","187826396","171949768","189455094","197653453","185821012","219474770","215643920","218001227","219973953","209317040","238479827","259019537","253875462","253336822.8","261955633.04","272154453.63","271977998.14","275072671.6","285647202.5","290637379.82","299604145.05","313256346.96","316953268.46","320112385.32","287090514.84","320532456.82","312052249","331338919","333740735","357646304","367521029","357234494.53","372854929.77","397312058.94","402646922.49","409485881.19","413343229.93","402754601.87","410333457.07","431638207.52","438539345.23","449204673.68","471794897.74","492399203.64","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Cereal production (metric tons)","AG.PRD.CREL.MT","","38144717","39817564","40609284","39114252","39306387","38214092","48604824","41096908","45967373","45887847","50112848","48223896","43575262","56126627","52816993","53015980","54096208","53825440","50906430","56152592","63869000","55329286","50814474","51002427","64165472","68517537","65804093","76367625","77882383","70572151","75673933.02","66378709.72","79083232.01","83188102.06","77385155.7","89754988.33","85103632.46","85817325.01","86389166.76","86751192.85","88972278.33","91003387.24","97226650.91","97723100.09","109194483.18","112029216.42","110655056.97","123699546.53","119067665.31","135388507.62","127294347.88","136692095.56","138058093.18","154740696.3","146254254.19","156094006.47","168671782.94","173605673.09","166827295.42","178588386.09","178594953.74","",
"Trinidad and Tobago","TTO","Cereal production (metric tons)","AG.PRD.CREL.MT","","12560","13300","13200","13100","12200","12000","12500","12179","11547","11885","14166","16022","15561","22025","24886","25432","24937","17705","20317","12723","6141","6403","6216","6946","6960","7421","9609","10479","15008","16913","19100","25522","21204","22312.6","14604.47","22245.21","11626.9","11577","4109.7","7231","5073","7178","4674.8","4720","5132","4555","6163","6177","5226","5460.97","6123.66","5621.9","6292.19","6406.38","5440.4","5533.76","5650.57","4987.31","5575","5734","5351.1","",
"Tunisia","TUN","Cereal production (metric tons)","AG.PRD.CREL.MT","","561618","814367","1193300","922000","1141500","813000","683000","812600","632400","704400","835800","1231300","1128200","1108600","1271100","1078300","880300","959000","979500","1196800","1262000","1285000","951000","1053420","2098000","782000","1919500","450000","655600","1654847","2575807.87","2219391.11","1939794.77","679200","647471.25","2896345.29","1084468.01","1697420","1838969.98","1121988.94","1391500","550525.53","2318389.89","2164100","2135245.83","1647564.82","2024803.65","1223939.59","2567679.41","1113434.14","2343805.56","2305900","1328220","2350002.51","1339798.43","1324694.61","1637797.47","1444336.88","2426860.43","1564867.25","1679275.63","",
"Turkiye","TUR","Cereal production (metric tons)","AG.PRD.CREL.MT","","12729100","14728000","17487100","14454700","14756700","16511200","16962300","15963700","17185300","15989280","20915700","18719180","15708780","17066800","22211050","24459800","24322000","24363200","25750608","24418700","25526400","26558000","24491750","26314243","26493152","29358150","29282150","30893702","23498600","30201369","31129155","29139250","31733450","27000400","28168560","29329100","29747175","33175972","28876920","32240094","29563560","30822650","30798600","34145410","36464200","34636645","29250013","29279920","33569627","32764875","35195055","33370865","37475610","32708005","38632438","35276615","36126157","34395628","34398698","37184688","31864404","",
"Tuvalu","TUV","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Cereal production (metric tons)","AG.PRD.CREL.MT","","1015200","1031678","1377714","1132828","1122892","1346427","1160095","985114","1086208","1003094","1229561","1200069","1572340","1376313","2138000","2386000","2639000","2750909","3227050","2960500","2843000","3006500","2873831","3142085","3622492","3778232","4034615","3664265","4785811","3960300","3857815","3538050","3916590","2952900","4654287.42","4873811.46","3364446.14","4466774.34","4009929.33","3622945.07","4537267.3","6371183.5","4109738.38","6706622","5394302","5745560","6402080","7651930","5807305","8643198","7955143","8119819","8867188","9934542","9011917.52","9597277.27","10346519.01","10831072.34","10408965.94","11300507.73","11318532.47","",
"Uganda","UGA","Cereal production (metric tons)","AG.PRD.CREL.MT","","895200","902000","912650","923300","1057750","1071083","1082153","1292642","1624151","1652360","1448000","1535600","1466600","1389000","1749000","1681000","1522000","1545600","1270000","1078000","1165000","1093000","1399000","944000","1170974","1057985","1220000","1398000","1635726","1580000","1576000","1742800","1880000","1936000","2030000","1588000","1625000","2085000","2178000","2112000","2309000","2368000","2508000","2274000","2526000","2557029","2632381","3129052","3204738","3270391","3500763","3546438","3508500","3662246","3720394","3278888","3412916","4075377","3119000","5190000","3406533.15","",
"Ukraine","UKR","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35558039.58","42732797.87","32860971.06","32360000","23449056","34394720","25699039.3","23960468.59","23814123.87","38886120.16","37984706.45","27493983.59","40996700","37258000","33518621.59","28945257.88","52747334.16","45413410.45","38685986.74","56263263.02","45750171.09","62687581.61","63388560","59627180","65217850","60689783.33","69112267.78","74443852.37","64343120.16","85338631.18","",
"Upper middle income","UMC","Cereal production (metric tons)","AG.PRD.CREL.MT","","202252268","219700817","242848521","261365453","268723956","293764438","304344677","297769508","303306451","336588230","358000220","347090603","365316335","387823762","405230155","420380205","410676617","449029297","465545954","463875573","496011634","521365017","543684977","577160505","556528997","569983322","579014671","578723868","590387838","620910241","622821072.61","783755386.89","776877312.6","744116043.27","746968972.53","789944280.96","820069455.43","785293112.29","790522382.17","766754901.43","794073190.72","795089938.45","767281198.83","823585280.9","843136989.33","865778281.05","895572905.92","975862004.2","947221296.34","944294373.67","1025086486.16","1024318642.91","1087682175.99","1103111521.99","1167851012.23","1167752818.96","1241239059.12","1196032335.02","1221939798.66","1263209368.02","1243962495.54","",
"Uruguay","URY","Cereal production (metric tons)","AG.PRD.CREL.MT","","750924","764645","596786","914783","878083","710836","450920","796010","838631","877834","755814","601511","974799","1178111","971184","1146207","740620","836859","939250","892972","1205096","1075355","1084373","1082353","1027846","897631","1020756","1302739","1492895","1122627","1073708","1557536","1491079","1514886","1810677","2221641","2057040","1960858","2193932","1849419","1718459","1670388","1706174","2317142","2355245","2490990","2591959","2944943","3760121","3886956.13","3721490.59","4603045.78","3508600","4027196","3599918.51","3621181.97","3565340.74","2513487.29","3564982.52","3503171.67","4048529.83","",
"United States","USA","Cereal production (metric tons)","AG.PRD.CREL.MT","","163619978","162455780","174812487","160937079","183602617","184444880","208158055","202538423","205288170","186860751","237624461","228117866","237683006","204617505","249283743","258200097","266014469","276602542","302625580","269883982","330889528","333103755","207657604","314749500","347118216","315331216","280494047","206528100","284238058","312410604","280063390.6","353025147.36","259105342.37","355934923.57","277601210","335780123.06","336582161.49","349425744.46","335364364","342631506","324994633.58","297143451.84","348247631.26","389023763.41","366436345.76","338336800","415130860","402399936","418666166.07","401126329.74","385545255.77","356210124","434308450","442849090","431870370.62","503466147.24","440271775.02","439707894.8","420869946.64","433256752.73","452628438.91","",
"Uzbekistan","UZB","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2408200","2271400","2602900","3382600","3479100","3960000","4328200","4523400","4107900","4262600","5775800","6321300","5999200","6534570","6637128","6753700","6698000","7378300","7473500","7063268","7431597","7704980","7890990","8014002","8096413.83","7067542.17","6249675.63","7097740","7226439.34","7196403.42","",
"St. Vincent and the Grenadines","VCT","Cereal production (metric tons)","AG.PRD.CREL.MT","","400","400","400","400","400","420","420","430","430","430","440","450","440","440","450","450","450","470","500","530","550","600","620","630","660","750","1000","1514","2012","2511","2000","1660.54","1541.85","1429.92","1318.27","1000","1323.06","2000","750","600","500","520","593","650","620","950","670","700","670","582","691","854","575","857","775","866","1129","1030","900","848","801.78","",
"Venezuela, RB","VEN","Cereal production (metric tons)","AG.PRD.CREL.MT","","501394","644230","562385","644148","725873","764411","873747","928029","920157","943190","869538","678774","765686","884990","1087249","748345","1550925","1433354","1622251","1547356","1480490","1487108","1301622","1427655","1821903","2250485","2418097","2484793","1932502","1874179","2250495","1978459","2184188","2269076","2428217","2250035","2412971","2133677","2234034","2948369","3116774","2568899","3116493","3663956","3583934","4044300","4008055","4107467","3711867","3664849","3429024","3311726","3693974","3597762","2294532","2085076.11","1915874.44","1627460","1579755","2396627.73","2377401.55","",
"British Virgin Islands","VGB","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Cereal production (metric tons)","AG.PRD.CREL.MT","","9289600","10061125","9876510","10016630","9688800","8720000","9441400","8628150","9086000","10430600","10684000","11009900","11425500","11338290","10574200","12214000","11000800","10223400","11734100","12076200","12844800","14828300","15211300","16037800","16461900","16572700","15663600","17814850","19834204","19896104","20293904","22338204","23718800","24672200","26140900","27933400","29174500","31020143","33148700","34537105.64","34271811.29","36960263.05","37706900","39581000","39621600","39705591.33","40247513.93","43304798.82","43323522.66","44613831.2","47235597.59","48712657.95","49231389.27","50178378","50379409.69","48359869.77","47877218.26","48923673.32","48231531.65","47325157.08","48301218.49","",
"Vanuatu","VUT","Cereal production (metric tons)","AG.PRD.CREL.MT","","350","350","350","350","350","330","350","380","400","450","450","500","500","500","550","600","600","600","600","650","650","650","650","650","660","670","660","650","660","700","650","660","670","700","690.79","695.99","700","700","717.99","725.5","734","741.91","743.02","755.75","767.18","750","800","820","819.87","822.91","830.58","800","950","890.19","873.51","887.17","904.19","912.91","921.96","913.02","915.96","",
"World","WLD","Cereal production (metric tons)","AG.PRD.CREL.MT","","741457557","791505783","837943511","850141615","873927182","903600935","970230679","987687017","1003182243","1004893607","1112299582","1083668408","1134369178","1124169337","1208346752","1236472262","1252196873","1341257109","1347507518","1351131799","1461970454","1493231379","1423905085","1601313489","1621668094","1615375354","1557568287","1526145539","1652723123","1713673297","1704901732.36","1948668031.64","1891717473.53","1955330684.71","1876272556.47","2043279045.83","2087365123.4","2071534253.09","2069436855.42","2054191301.14","2095761302.63","2045386363.58","2068216484.92","2275631661.5","2257040136.51","2255487815.9","2345836725.18","2519316893.37","2487434012.66","2461480543.88","2582704525.75","2556100709.23","2758916784.84","2811825184.97","2836669341.19","2911949522.23","2966111478.42","2909400427.23","2962815486.7","3006634496.14","3070645412.96","",
"Samoa","WSM","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Cereal production (metric tons)","AG.PRD.CREL.MT","","938400","963100","978600","1002700","995900","918300","910300","894000","891974","845415","935300","819175","927530","878365","1199953","1040872","879567","818300","901300","865000","924710","862400","471096","480408","446285","700358","715748","842688","864060","766873","447647","810541","833846","802012","810177","659902","646169","832987","693713","672237","700141","559760","417937","490277","562230","809204","1028875","713739","674488","1012945","816555","909741","863334","699962","459246","357068","358355","344648","456714","391000","390000","",
"South Africa","ZAF","Cereal production (metric tons)","AG.PRD.CREL.MT","","6696635","7089341","7458814","5838900","5844000","6183711","11867534","7003409","7050700","8137697","11027700","11950910","6467880","13579863","11557896","10273015","12302690","12755400","11201720","13377880","18004771","11762871","6673572","7927492","11062037","11691051","12096954","12140142","15341300","11558395","11292510.68","5056342.22","12805479.03","15985688.36","7514386.6","13670069.97","13254451.26","10232322.97","10059495.21","14549008.85","10714748.18","13048224.68","11819152.78","12026898.78","14175144.28","9452299.88","9507863.32","15339478.04","14570877.03","14700930.93","12928365.21","14556167.9","14154567.74","16617348.61","12581802.08","10629626.27","19591509.64","15565749.39","13872311.22","18790402.91","19764573.44","",
"Zambia","ZMB","Cereal production (metric tons)","AG.PRD.CREL.MT","","766608","748934","676717","773214","816214","892081","893199","823391","830637","687555","1065755","1380494","1027462","1236246","1616425","1744399","1736114","1470553","936139","984244","1050738","797960","982959","924702","1192709","1318756","1158112","2055470","1966639","1209431","1222673.76","608801","1756388","1187964","870488","1572874","1137129","797593","1003092","1208056","950274.2","752881.31","1361067.68","1380463.7","1066787.19","1603437.19","1536798.17","1394781.88","2197285.41","3096213.43","3376059.01","3210649.44","2901568.18","3652300.93","2900164.12","3110868.43","3895117.44","2602942.73","2225768.76","3689518.39","3953632.31","",
"Zimbabwe","ZWE","Cereal production (metric tons)","AG.PRD.CREL.MT","","1266453","1225137","1030933","1028799","1134571","1212978","1901352","1245153","1934407","1438894","2273966","2704654","1294515","2530387","2196628","2325709","2049240","2123843","1516968","1991554","3316377","2207545","1201648","1419828","3420543","3098137","1507446","3082449","2555619","2561741","2069933","482169","2566994","2563155.45","1029453","2521121.8","1967739.7","1557967","1986269.05","1961931.6","1851458.9","855207.92","1357352.34","2873708.38","1610702.39","2487552.97","1856714.04","692819.56","874057.72","1388500.13","1172985","1284471.94","1152560.07","1230994.36","800284.41","676747.45","1748338.91","1780775.58","1023357.91","1660855.19","2043297.62","",
